GeneID	locus	sample_1	sample_2	status	value_1	value_2	log2FC	test_stat	p_value	q_value	significant
Zt104198	chromosome_4:1808683-1809708	ipo323	myco56	OK	851.276	734.559	-0.21275	-0.432615	0.7678	0.99889	no
Zt104206	chromosome_4:1820715-1822236	ipo323	myco56	OK	37.4297	31.8721	-0.231887	-0.407275	0.72875	0.99889	no
Zt104217	chromosome_4:1865218-1865677	ipo323	myco56	OK	38.7127	79.4387	1.03703	2.43515	0.1847	0.99889	no
Zt104222	chromosome_4:1892192-1892792	ipo323	myco56	OK	8.70669	8.6758	-0.00512771	-0.0086051	0.9687	0.99889	no
Zt104228	chromosome_4:1920647-1921857	ipo323	myco56	OK	42.0571	42.5322	0.0162049	0.0291849	0.97945	0.99889	no
Zt104234	chromosome_4:1946015-1947675	ipo323	myco56	OK	152.271	47.3975	-1.68376	-2.83002	0.01685	0.397427	no
Zt104236	chromosome_4:1999143-1999896	ipo323	myco56	OK	36.3726	38.3867	0.0777514	0.157086	0.92015	0.99889	no
Zt104237	chromosome_4:2000241-2000852	ipo323	myco56	OK	48.8075	55.3209	0.180721	0.374015	0.7928	0.99889	no
Zt104239	chromosome_4:2001002-2002204	ipo323	myco56	OK	75.0043	49.8917	-0.588173	-1.08688	0.36735	0.99889	no
Zt104241	chromosome_4:2023072-2023529	ipo323	myco56	OK	38.4712	34.0794	-0.174879	-0.390574	0.82805	0.99889	no
Zt104253	chromosome_4:2046139-2046644	ipo323	myco56	OK	30.6002	36.8871	0.269574	0.569188	0.73045	0.99889	no
Zt104256	chromosome_4:2056680-2058743	ipo323	myco56	OK	123.284	109.997	-0.164527	-0.153617	0.87845	0.99889	no
Zt104260	chromosome_4:2104139-2105571	ipo323	myco56	OK	287.69	279.041	-0.0440399	-0.0679956	0.95285	0.99889	no
Zt104261	chromosome_4:2147505-2148385	ipo323	myco56	OK	311.095	243.759	-0.351899	-0.698912	0.6053	0.99889	no
Zt104274	chromosome_4:2234959-2236663	ipo323	myco56	OK	92.266	70.0103	-0.398232	-0.687165	0.5447	0.99889	no
Zt104277	chromosome_4:2269147-2270840	ipo323	myco56	OK	156.961	159.818	0.0260176	0.0429843	0.96965	0.99889	no
Zt104278	chromosome_4:2290598-2291083	ipo323	myco56	OK	44.9631	33.6407	-0.418537	-0.917007	0.59595	0.99889	no
Zt104283	chromosome_4:2371446-2372597	ipo323	myco56	OK	334.548	884.219	1.40219	2.26583	0.07555	0.926666	no
Zt104291	chromosome_4:2400498-2401551	ipo323	myco56	OK	51.1058	46.334	-0.141415	-0.261255	0.8302	0.99889	no
Zt104294	chromosome_4:2427384-2428370	ipo323	myco56	OK	614.747	503.17	-0.288946	-0.498562	0.69325	0.99889	no
Zt104297	chromosome_4:2444572-2445418	ipo323	myco56	OK	125.27	112.417	-0.156182	-0.316448	0.8101	0.99889	no
Zt104299	chromosome_4:2448704-2450878	ipo323	myco56	OK	39.7574	355.99	3.16254	4.72082	0.0003	0.0290653	yes
Zt104300	chromosome_4:2460572-2464105	ipo323	myco56	OK	44.8128	82.0146	0.87197	0.79799	0.43475	0.99889	no
Zt104314	chromosome_4:2551303-2552825	ipo323	myco56	OK	325.443	344.25	0.0810531	0.125106	0.91565	0.99889	no
Zt104322	chromosome_4:2600119-2601175	ipo323	myco56	OK	9.90984	24.8573	1.32674	2.15815	0.09335	0.99889	no
Zt104325	chromosome_4:2619497-2621127	ipo323	myco56	OK	5.28649	5.86764	0.15047	0.07009	0.9404	0.99889	no
Zt104327	chromosome_4:2694233-2694866	ipo323	myco56	NOTEST	0	0	0	0	1	1	no
Zt104334	chromosome_5:96998-99723	ipo323	myco56	OK	31.9739	32.8939	0.0409262	0.0314429	0.97545	0.99889	no
Zt104337	chromosome_5:133491-134908	ipo323	myco56	OK	124.204	8.2715	-3.90842	-6.38699	5.00E-05	0.00759463	yes
Zt104341	chromosome_5:188741-190513	ipo323	myco56	OK	251.179	86.1881	-1.54316	-1.79089	0.2615	0.99889	no
Zt104342	chromosome_5:254933-256113	ipo323	myco56	OK	313.814	282.796	-0.150148	-0.256073	0.83195	0.99889	no
Zt104345	chromosome_5:354779-355239	ipo323	myco56	OK	39.6355	37.9619	-0.0622416	-0.140199	0.9387	0.99889	no
Zt104347	chromosome_5:359285-359960	ipo323	myco56	OK	89.4437	72.3247	-0.306491	-0.648583	0.65175	0.99889	no
Zt104351	chromosome_5:373680-374869	ipo323	myco56	OK	1447.06	1682.9	0.217828	0.299848	0.8075	0.99889	no
Zt104352	chromosome_5:382885-384153	ipo323	myco56	OK	56.1454	94.4726	0.750729	1.50836	0.2635	0.99889	no
Zt104355	chromosome_5:392852-393932	ipo323	myco56	OK	114.902	123.733	0.106834	0.200806	0.8648	0.99889	no
Zt104360	chromosome_5:416957-418138	ipo323	myco56	OK	899.696	801.524	-0.166692	-0.247203	0.843	0.99889	no
Zt104364	chromosome_5:437706-438342	ipo323	myco56	OK	127.241	120.865	-0.0741717	-0.171231	0.91045	0.99889	no
Zt104366	chromosome_5:442955-443917	ipo323	myco56	OK	649.992	2028.29	1.64177	2.58382	0.05765	0.8098	no
Zt104368	chromosome_5:444731-447017	ipo323	myco56	OK	256.861	255.64	-0.00687515	-0.0102077	0.9914	0.99889	no
Zt104371	chromosome_5:447495-448690	ipo323	myco56	OK	1220.48	1259.61	0.0455247	0.0744523	0.95565	0.99889	no
Zt104372	chromosome_5:481038-482058	ipo323	myco56	OK	590.057	281.474	-1.06785	-1.77471	0.15655	0.99889	no
Zt104380	chromosome_5:507679-508261	ipo323	myco56	OK	76.2179	103.844	0.446222	0.998141	0.5104	0.99889	no
Zt104383	chromosome_5:513930-514421	ipo323	myco56	OK	182.874	84.3304	-1.11672	-3.34666	0.12465	0.99889	no
Zt104385	chromosome_5:557715-559390	ipo323	myco56	NOTEST	0	0	0	0	1	1	no
Zt104386	chromosome_5:561420-563007	ipo323	myco56	OK	2627.56	1260.94	-1.05922	-1.3371	0.26435	0.99889	no
Zt104394	chromosome_5:603405-605657	ipo323	myco56	OK	18.5126	31.7289	0.777288	1.29529	0.2443	0.99889	no
Zt104404	chromosome_5:684944-685845	ipo323	myco56	OK	133.784	194.066	0.536638	1.08182	0.4039	0.99889	no
Zt104409	chromosome_5:776756-778418	ipo323	myco56	OK	2650.41	4678.78	0.819919	0.951792	0.43375	0.99889	no
Zt104412	chromosome_5:795934-796364	ipo323	myco56	OK	37.5206	26.6053	-0.495968	-1.12908	0.55265	0.99889	no
Zt104414	chromosome_5:797611-798394	ipo323	myco56	OK	26.6812	16.3566	-0.705947	-1.28268	0.381	0.99889	no
Zt104423	chromosome_5:853800-854260	ipo323	myco56	OK	8.03423	13.3669	0.73443	1.34026	0.47485	0.99889	no
Zt104431	chromosome_5:891331-891881	ipo323	myco56	OK	50.5489	65.4235	0.372129	0.80697	0.61545	0.99889	no
Zt104434	chromosome_5:892448-893062	ipo323	myco56	OK	2705.85	2302.4	-0.232944	-0.512733	0.76845	0.99889	no
Zt104435	chromosome_5:893315-894101	ipo323	myco56	OK	27.097	36.3668	0.424487	0.777944	0.5675	0.99889	no
Zt104437	chromosome_5:898045-899009	ipo323	myco56	OK	106.647	158.144	0.568404	1.09925	0.385	0.99889	no
Zt104440	chromosome_5:906895-907554	ipo323	myco56	OK	195.14	177.792	-0.13432	-0.297638	0.83715	0.99889	no
Zt104444	chromosome_5:989971-990541	ipo323	myco56	OK	84.018	61.617	-0.44737	-1.02212	0.53215	0.99889	no
Zt104452	chromosome_5:1030513-1033535	ipo323	myco56	OK	2439.74	429.291	-2.5067	-2.73045	0.0211	0.455518	no
Zt104455	chromosome_5:1049149-1049771	ipo323	myco56	OK	58.7584	59.1261	0.00900002	0.018815	0.98885	0.99889	no
Zt104459	chromosome_5:1060459-1062649	ipo323	myco56	OK	282.281	138.44	-1.02787	-1.51631	0.17465	0.99889	no
Zt104462	chromosome_5:1064678-1067763	ipo323	myco56	OK	30.3133	41.0168	0.436264	0.352655	0.7281	0.99889	no
Zt104464	chromosome_5:1091202-1091787	ipo323	myco56	OK	52.4663	52.2356	-0.0063578	-0.0133587	0.99425	0.99889	no
Zt104474	chromosome_5:1135428-1136712	ipo323	myco56	OK	240.08	184.561	-0.379418	-0.639126	0.59605	0.99889	no
Zt104476	chromosome_5:1165562-1166593	ipo323	myco56	OK	88.3256	78.6643	-0.167122	-0.319328	0.79735	0.99889	no
Zt104482	chromosome_5:1185988-1186457	ipo323	myco56	OK	36.2419	53.7371	0.56826	1.28581	0.4641	0.99889	no
Zt104484	chromosome_5:1190079-1191397	ipo323	myco56	OK	885.873	1338.82	0.595788	0.872481	0.49015	0.99889	no
Zt104488	chromosome_5:1196253-1197312	ipo323	myco56	OK	72.8313	66.967	-0.121109	-0.230783	0.85715	0.99889	no
Zt104489	chromosome_5:1201577-1203995	ipo323	myco56	OK	18.3531	18.773	0.0326399	0.0181817	0.98425	0.99889	no
Zt104491	chromosome_5:1209066-1210573	ipo323	myco56	OK	120.245	97.1485	-0.307718	-0.534535	0.6451	0.99889	no
Zt104494	chromosome_5:1250244-1252064	ipo323	myco56	OK	168.165	148.253	-0.181823	-0.184914	0.855	0.99889	no
Zt104498	chromosome_5:1260164-1261521	ipo323	myco56	OK	94.1293	135.457	0.525114	0.925222	0.42335	0.99889	no
Zt104513	chromosome_5:1302988-1303718	ipo323	myco56	OK	178.62	166.144	-0.104461	-0.232608	0.87025	0.99889	no
Zt104515	chromosome_5:1321319-1322102	ipo323	myco56	OK	6.93797	12.2012	0.814441	1.28385	0.3727	0.99889	no
Zt104520	chromosome_5:1330399-1331897	ipo323	myco56	OK	353.064	265.444	-0.411521	-0.704779	0.60255	0.99889	no
Zt104522	chromosome_5:1339390-1339939	ipo323	myco56	OK	156.421	119.063	-0.393707	-0.978793	0.5524	0.99889	no
Zt104538	chromosome_5:1428990-1430782	ipo323	myco56	OK	5446.81	3770.07	-0.530818	-0.540715	0.63735	0.99889	no
Zt104544	chromosome_5:1431076-1432203	ipo323	myco56	OK	145.432	135.159	-0.105687	-0.212041	0.86485	0.99889	no
Zt104548	chromosome_5:1481877-1483336	ipo323	myco56	OK	98.7807	69.4124	-0.509035	-0.899344	0.43815	0.99889	no
Zt104550	chromosome_5:1485247-1486665	ipo323	myco56	OK	97.4183	120.837	0.310794	0.543477	0.64195	0.99889	no
Zt104559	chromosome_5:1517732-1518299	ipo323	myco56	OK	2.18345	5.65878	1.37388	1.87791	0.2904	0.99889	no
Zt104571	chromosome_5:1561997-1563034	ipo323	myco56	OK	831.86	2634.58	1.66316	2.43546	0.06585	0.867147	no
Zt104579	chromosome_5:1622630-1623957	ipo323	myco56	OK	239.696	269.961	0.171547	0.346502	0.7952	0.99889	no
Zt104583	chromosome_5:1634436-1635433	ipo323	myco56	OK	73.1307	44.7012	-0.710166	-1.38243	0.29015	0.99889	no
Zt104591	chromosome_5:1678957-1680038	ipo323	myco56	OK	87.8963	79.0489	-0.153058	-0.290278	0.81275	0.99889	no
Zt104592	chromosome_5:1680543-1681120	ipo323	myco56	OK	79.446	62.5494	-0.344978	-0.754598	0.61775	0.99889	no
Zt104595	chromosome_5:1687633-1688639	ipo323	myco56	OK	77.4888	97.1623	0.326408	0.698211	0.62385	0.99889	no
Zt104600	chromosome_5:1750047-1753050	ipo323	myco56	OK	48.2207	47.9871	-0.0070044	-0.00633134	0.99695	0.99889	no
Zt104605	chromosome_5:1850791-1851671	ipo323	myco56	OK	12.7281	10.0213	-0.344951	-0.556399	0.6856	0.99889	no
Zt104607	chromosome_5:1879768-1880548	ipo323	myco56	OK	30.0862	32.6163	0.116495	0.221938	0.8767	0.99889	no
Zt104609	chromosome_5:1887361-1888015	ipo323	myco56	OK	35.592	43.9484	0.304257	0.597055	0.6768	0.99889	no
Zt104614	chromosome_5:1932739-1933166	ipo323	myco56	OK	77.2534	153.781	0.993204	2.63846	0.1652	0.99889	no
Zt104620	chromosome_5:1962535-1962983	ipo323	myco56	OK	19.6505	14.0164	-0.487454	-0.983073	0.59515	0.99889	no
Zt104624	chromosome_5:2121036-2121990	ipo323	myco56	OK	854.574	799.732	-0.0956883	-0.159056	0.9004	0.99889	no
Zt104628	chromosome_5:2122585-2125326	ipo323	myco56	OK	161.382	168.508	0.0623385	0.0882382	0.9327	0.99889	no
Zt104632	chromosome_5:2139373-2139881	ipo323	myco56	OK	49.0819	99.5353	1.02002	2.67307	0.18795	0.99889	no
Zt104639	chromosome_5:2252523-2253466	ipo323	myco56	OK	45.1768	45.5884	0.0130847	0.0243395	0.9858	0.99889	no
Zt104643	chromosome_5:2274781-2275694	ipo323	myco56	OK	10.9681	9.2681	-0.242963	-0.391462	0.7804	0.99889	no
Zt104644	chromosome_5:2319720-2320568	ipo323	myco56	OK	411.34	350.091	-0.232602	-0.436624	0.7414	0.99889	no
Zt104645	chromosome_5:2340789-2341367	ipo323	myco56	OK	7.00223	11.7427	0.745874	1.22853	0.4432	0.99889	no
Zt104653	chromosome_5:2418656-2419850	ipo323	myco56	OK	80.004	105.337	0.396862	0.734296	0.5378	0.99889	no
Zt104658	chromosome_5:2437983-2438840	ipo323	myco56	OK	32.4359	154.317	2.25023	4.27538	0.00215	0.111909	no
Zt104664	chromosome_5:2547819-2549286	ipo323	myco56	OK	1194.32	1186.27	-0.00975325	-0.0132822	0.9896	0.99889	no
Zt104669	chromosome_5:2559354-2559885	ipo323	myco56	OK	6.73385	5.03296	-0.420023	-0.648865	0.69165	0.99889	no
Zt104671	chromosome_5:2564404-2564818	ipo323	myco56	OK	0	9.17488	inf	NaN	0.0039	0.163113	no
Zt104684	chromosome_5:2669411-2670335	ipo323	myco56	OK	14.4737	3.74939	-1.94871	-2.8445	0.04625	0.712711	no
Zt104688	chromosome_5:2711859-2712488	ipo323	myco56	OK	14.9369	29.724	0.99275	1.818	0.22455	0.99889	no
Zt104697	chromosome_5:2792881-2793612	ipo323	myco56	OK	93.9108	25.5512	-1.8779	-3.64394	0.0121	0.325462	no
Zt104703	chromosome_6:157043-157844	ipo323	myco56	NOTEST	0	1.60071	inf	0	1	1	no
Zt104706	chromosome_6:158971-159848	ipo323	myco56	NOTEST	0.617205	1.42999	1.21218	0	1	1	no
Zt104710	chromosome_6:179203-179771	ipo323	myco56	OK	2.70488	11.2367	2.05458	3.04929	0.10315	0.99889	no
Zt104715	chromosome_6:237102-239319	ipo323	myco56	OK	845.237	2089.7	1.30587	1.52626	0.1847	0.99889	no
Zt104721	chromosome_6:269017-270791	ipo323	myco56	OK	221.98	182.553	-0.282111	-0.44459	0.6914	0.99889	no
Zt104723	chromosome_6:276466-277113	ipo323	myco56	NOTEST	1.24654	0.620008	-1.00757	0	1	1	no
Zt104725	chromosome_6:281248-281952	ipo323	myco56	OK	7.1623	5.7043	-0.328374	-0.505607	0.7421	0.99889	no
Zt104730	chromosome_6:364987-366224	ipo323	myco56	OK	317.077	1122.13	1.82333	2.74538	0.03185	0.575295	no
Zt104735	chromosome_6:399523-401146	ipo323	myco56	OK	176.058	280.504	0.671966	1.09283	0.34455	0.99889	no
Zt104737	chromosome_6:502095-502495	ipo323	myco56	OK	253.049	76.4888	-1.7261	-4.91719	0.01645	0.392513	no
Zt104744	chromosome_6:523753-525329	ipo323	myco56	OK	157.282	112.081	-0.488805	-0.837464	0.4705	0.99889	no
Zt104747	chromosome_6:579735-580477	ipo323	myco56	OK	405.924	313.545	-0.372538	-0.764274	0.58515	0.99889	no
Zt104754	chromosome_6:610477-611111	ipo323	myco56	OK	43.6523	1240.01	4.82815	9.26848	5.00E-05	0.00759463	yes
Zt104756	chromosome_6:613894-614863	ipo323	myco56	OK	39.3022	35.2335	-0.157664	-0.286308	0.81665	0.99889	no
Zt104758	chromosome_6:660758-661490	ipo323	myco56	OK	60.5515	172.282	1.50854	3.45111	0.0328	0.584631	no
Zt104764	chromosome_6:756617-757450	ipo323	myco56	OK	18.1405	13.967	-0.377194	-0.673764	0.6606	0.99889	no
Zt104769	chromosome_6:819895-820584	ipo323	myco56	OK	162.085	244.718	0.594372	1.28553	0.3587	0.99889	no
Zt104779	chromosome_6:869066-869848	ipo323	myco56	OK	15.3595	22.0471	0.521463	0.958097	0.5291	0.99889	no
Zt104781	chromosome_6:895534-896326	ipo323	myco56	OK	76.6426	98.2394	0.358155	0.759099	0.59105	0.99889	no
Zt104786	chromosome_6:917653-919291	ipo323	myco56	OK	321.085	1036.59	1.69082	2.30829	0.0529	0.769843	no
Zt104787	chromosome_6:936249-936840	ipo323	myco56	OK	27.7901	32.2762	0.215902	0.422951	0.78085	0.99889	no
Zt104789	chromosome_6:947352-948155	ipo323	myco56	OK	42.0402	42.4504	0.0140098	0.0265167	0.9846	0.99889	no
Zt104794	chromosome_6:962971-963778	ipo323	myco56	OK	118.148	58.3228	-1.01846	-2.09596	0.1318	0.99889	no
Zt104795	chromosome_6:970562-971363	ipo323	myco56	OK	37	60.581	0.711341	1.39698	0.31485	0.99889	no
Zt104803	chromosome_6:1043076-1043900	ipo323	myco56	OK	23.8839	29.2654	0.293156	0.5224	0.6932	0.99889	no
Zt104812	chromosome_6:1057208-1058327	ipo323	myco56	OK	2048.95	3484.94	0.766252	1.10093	0.4077	0.99889	no
Zt104832	chromosome_6:1126819-1127344	ipo323	myco56	NOTEST	1.2859	0	NaN	0	1	1	no
Zt104836	chromosome_6:1140324-1141510	ipo323	myco56	OK	243.914	538.261	1.14193	1.84823	0.13065	0.99889	no
Zt104840	chromosome_6:1152577-1153140	ipo323	myco56	OK	57.1816	64.2127	0.167309	0.362614	0.8165	0.99889	no
Zt104845	chromosome_6:1207170-1213316	ipo323	myco56	OK	129.302	121.655	-0.0879509	-0.108556	0.911	0.99889	no
Zt104848	chromosome_6:1219360-1219873	ipo323	myco56	OK	96.1321	69.6589	-0.46471	-1.08327	0.50775	0.99889	no
Zt104853	chromosome_6:1221307-1221919	ipo323	myco56	OK	939.049	806.422	-0.219665	-0.56063	0.76065	0.99889	no
Zt104867	chromosome_6:1340250-1341015	ipo323	myco56	OK	20.1879	32.6925	0.695464	1.28098	0.36945	0.99889	no
Zt104873	chromosome_6:1437405-1437942	ipo323	myco56	OK	45.0578	53.9589	0.260083	0.560697	0.7244	0.99889	no
Zt104874	chromosome_6:1451544-1452100	ipo323	myco56	OK	77.8717	76.3972	-0.0275787	-0.0618437	0.96685	0.99889	no
Zt104876	chromosome_6:1452289-1453256	ipo323	myco56	OK	58.0822	76.1745	0.391213	0.756957	0.55425	0.99889	no
Zt104881	chromosome_6:1483757-1484610	ipo323	myco56	OK	32.6347	50.8374	0.639484	1.19206	0.36485	0.99889	no
Zt104882	chromosome_6:1505748-1507206	ipo323	myco56	OK	196.671	180.83	-0.121149	-0.200896	0.86435	0.99889	no
Zt104884	chromosome_6:1507225-1507725	ipo323	myco56	OK	107.259	106.497	-0.0102804	-0.0250692	0.98585	0.99889	no
Zt104895	chromosome_6:1531713-1533192	ipo323	myco56	OK	825.353	802.429	-0.0406385	-0.0549903	0.9616	0.99889	no
Zt104898	chromosome_6:1542479-1543720	ipo323	myco56	OK	1581.25	1189.15	-0.411132	-0.627459	0.6322	0.99889	no
Zt104912	chromosome_6:1679480-1680212	ipo323	myco56	OK	2435.03	2185.36	-0.15607	-0.277386	0.8531	0.99889	no
Zt104916	chromosome_6:1697955-1699060	ipo323	myco56	OK	1153.23	842.593	-0.452768	-0.753446	0.5679	0.99889	no
Zt104930	chromosome_6:1838709-1839454	ipo323	myco56	OK	244.581	207.893	-0.234475	-0.526348	0.71895	0.99889	no
Zt104937	chromosome_6:1879445-1880361	ipo323	myco56	OK	794.068	877.54	0.144203	0.248803	0.8536	0.99889	no
Zt104939	chromosome_6:1922971-1923359	ipo323	myco56	OK	113.071	110.193	-0.0372045	-0.106672	0.9578	0.99889	no
Zt104942	chromosome_6:1923985-1925236	ipo323	myco56	OK	96.8663	100.924	0.0592003	0.107869	0.9247	0.99889	no
Zt104951	chromosome_6:1960221-1961541	ipo323	myco56	OK	183.553	186.595	0.02371	0.0414394	0.97235	0.99889	no
Zt104952	chromosome_6:1971566-1972414	ipo323	myco56	OK	73.8354	58.5527	-0.334577	-0.677344	0.62045	0.99889	no
Zt104956	chromosome_6:1980599-1981497	ipo323	myco56	OK	343.974	302.557	-0.185094	-0.345336	0.79	0.99889	no
Zt104965	chromosome_6:2093895-2094509	ipo323	myco56	OK	1127.09	1219.44	0.113616	0.232664	0.8813	0.99889	no
Zt104970	chromosome_6:2095038-2096074	ipo323	myco56	OK	117.838	116.023	-0.0223952	-0.0442515	0.97495	0.99889	no
Zt104975	chromosome_6:2289443-2290542	ipo323	myco56	OK	1423.22	784.137	-0.859984	-1.52001	0.2801	0.99889	no
Zt104997	chromosome_6:2399353-2400089	ipo323	myco56	OK	63.9287	59.6633	-0.0996209	-0.200522	0.88115	0.99889	no
Zt105000	chromosome_6:2400133-2400866	ipo323	myco56	OK	89.1156	94.2869	0.081379	0.169792	0.8997	0.99889	no
Zt105015	chromosome_6:2609501-2610225	ipo323	myco56	OK	185.632	127.964	-0.536707	-1.17444	0.41175	0.99889	no
Zt105021	chromosome_7:21045-22238	ipo323	myco56	OK	43.6188	49.2438	0.174993	0.317796	0.7862	0.99889	no
Zt105024	chromosome_7:22561-24342	ipo323	myco56	OK	234.726	165.978	-0.499988	-0.784819	0.48525	0.99889	no
Zt105030	chromosome_7:45579-46668	ipo323	myco56	OK	22.7649	22.9499	0.0116739	0.0199366	0.98705	0.99889	no
Zt105041	chromosome_7:216724-217452	ipo323	myco56	OK	21.8964	40.6434	0.892328	1.64867	0.23495	0.99889	no
Zt105042	chromosome_7:228002-228750	ipo323	myco56	OK	39.1438	78.0535	0.995679	1.96282	0.1533	0.99889	no
Zt105049	chromosome_7:266068-266850	ipo323	myco56	OK	6065.03	2104.81	-1.52682	-2.17083	0.1207	0.99889	no
Zt105053	chromosome_7:275335-276946	ipo323	myco56	OK	437.713	480.616	0.134899	0.196948	0.86765	0.99889	no
Zt105058	chromosome_7:342862-343236	ipo323	myco56	OK	9.57059	6.38862	-0.583104	-1.11648	0.64225	0.99889	no
Zt105063	chromosome_7:370977-371664	ipo323	myco56	OK	158.46	137.369	-0.206064	-0.449411	0.7462	0.99889	no
Zt105064	chromosome_7:371833-372768	ipo323	myco56	OK	194.638	152.776	-0.349373	-0.708654	0.58605	0.99889	no
Zt105080	chromosome_7:497611-498587	ipo323	myco56	OK	30.6726	16.6611	-0.880467	-1.51263	0.23895	0.99889	no
Zt105083	chromosome_7:532023-532661	ipo323	myco56	OK	58.19	48.7789	-0.254515	-0.563238	0.73275	0.99889	no
Zt105085	chromosome_7:548435-549306	ipo323	myco56	OK	85.7286	91.7226	0.0975019	0.193693	0.88045	0.99889	no
Zt105090	chromosome_7:599460-600182	ipo323	myco56	OK	1601.03	1307.79	-0.291875	-0.512964	0.72025	0.99889	no
Zt105101	chromosome_7:617949-618998	ipo323	myco56	OK	255.244	369.663	0.534333	1.02808	0.43825	0.99889	no
Zt105104	chromosome_7:619116-619578	ipo323	myco56	OK	74.4153	97.6257	0.391662	0.967551	0.59005	0.99889	no
Zt105107	chromosome_7:635643-636154	ipo323	myco56	OK	72.0659	63.8313	-0.175051	-0.423741	0.80685	0.99889	no
Zt105110	chromosome_7:636400-637588	ipo323	myco56	OK	560.214	522.745	-0.0998701	-0.164386	0.8951	0.99889	no
Zt105116	chromosome_7:652239-654912	ipo323	myco56	OK	180.831	911.907	2.33424	2.92791	0.0129	0.336909	no
Zt105119	chromosome_7:668710-669841	ipo323	myco56	OK	164.252	172.841	0.0735318	0.134084	0.90965	0.99889	no
Zt105124	chromosome_7:683122-684307	ipo323	myco56	OK	169.53	124.533	-0.445013	-0.796107	0.50545	0.99889	no
Zt105125	chromosome_7:684585-686032	ipo323	myco56	OK	189.539	190.11	0.00434027	0.00712555	0.99445	0.99889	no
Zt105142	chromosome_7:825119-825849	ipo323	myco56	OK	57.992	34.775	-0.737802	-1.45678	0.3046	0.99889	no
Zt105151	chromosome_7:874465-875117	ipo323	myco56	OK	6.49832	6.47439	-0.00532135	-0.00839507	0.9614	0.99889	no
Zt105154	chromosome_7:882139-882784	ipo323	myco56	OK	78.572	78.7855	0.00391514	0.00838316	0.9966	0.99889	no
Zt105173	chromosome_7:982590-983396	ipo323	myco56	OK	1983.34	829.033	-1.25843	-2.00822	0.13265	0.99889	no
Zt105176	chromosome_7:983410-984541	ipo323	myco56	OK	1889.09	740.497	-1.35112	-1.87861	0.13255	0.99889	no
Zt105180	chromosome_7:992666-994055	ipo323	myco56	OK	240.439	191.456	-0.328661	-0.545464	0.6417	0.99889	no
Zt105182	chromosome_7:1005512-1006183	ipo323	myco56	OK	1101.96	735.894	-0.582506	-1.07857	0.4534	0.99889	no
Zt105184	chromosome_7:1006516-1007205	ipo323	myco56	OK	133.599	135.955	0.0252156	0.0546726	0.9691	0.99889	no
Zt105188	chromosome_7:1047362-1049075	ipo323	myco56	OK	295.233	311.895	0.0792094	0.122107	0.9161	0.99889	no
Zt105193	chromosome_7:1074159-1074707	ipo323	myco56	OK	39.2304	36.6895	-0.0966035	-0.200274	0.89875	0.99889	no
Zt105207	chromosome_7:1148582-1149199	ipo323	myco56	OK	36.0788	24.6006	-0.552458	-1.06453	0.47425	0.99889	no
Zt105216	chromosome_7:1204098-1205054	ipo323	myco56	OK	1186.03	1051.2	-0.174106	-0.288735	0.8334	0.99889	no
Zt105223	chromosome_7:1219398-1220237	ipo323	myco56	OK	35.0937	46.1107	0.393891	0.735526	0.5715	0.99889	no
Zt105227	chromosome_7:1233947-1234585	ipo323	myco56	OK	26.0793	27.8441	0.0944668	0.178498	0.90065	0.99889	no
Zt105231	chromosome_7:1242283-1242866	ipo323	myco56	OK	2.90981	3.98352	0.453119	0.610758	0.70625	0.99889	no
Zt105254	chromosome_7:1501292-1501925	ipo323	myco56	OK	20.9114	16.0043	-0.385835	-0.694525	0.64035	0.99889	no
Zt105261	chromosome_7:1530363-1531745	ipo323	myco56	OK	50.4286	48.4784	-0.0569002	-0.101894	0.92905	0.99889	no
Zt105265	chromosome_7:1561402-1562711	ipo323	myco56	OK	556.945	781.377	0.488484	0.723979	0.55215	0.99889	no
Zt105272	chromosome_7:1573726-1574532	ipo323	myco56	OK	562.893	347.048	-0.697727	-1.27646	0.3428	0.99889	no
Zt105290	chromosome_7:1657632-1658024	ipo323	myco56	OK	52.1154	43.4531	-0.26225	-0.672107	0.74105	0.99889	no
Zt105297	chromosome_7:1715241-1715686	ipo323	myco56	OK	1.70487	3.40527	0.998105	1.27294	0.5772	0.99889	no
Zt105300	chromosome_7:1759981-1761068	ipo323	myco56	OK	44.7415	35.8759	-0.318599	-0.512217	0.765	0.99889	no
Zt105304	chromosome_7:1759981-1761068	ipo323	myco56	OK	40.0598	34.1341	-0.23094	-0.241264	0.80985	0.99889	no
Zt105313	chromosome_7:1886406-1888976	ipo323	myco56	OK	783.316	833.25	0.089155	0.106957	0.9222	0.99889	no
Zt105321	chromosome_8:76191-76745	ipo323	myco56	OK	25.1856	33.3198	0.403778	0.804786	0.60895	0.99889	no
Zt105323	chromosome_8:140966-142117	ipo323	myco56	OK	67.8057	19.9016	-1.76852	-3.08842	0.0137	0.350255	no
Zt105330	chromosome_8:230892-232102	ipo323	myco56	OK	56.3149	57.9678	0.0417343	0.0775033	0.9501	0.99889	no
Zt105351	chromosome_8:444216-444909	ipo323	myco56	OK	21.1604	24.2238	0.195058	0.367755	0.8144	0.99889	no
Zt105377	chromosome_8:704055-704728	ipo323	myco56	OK	12.6634	16.6937	0.398634	0.684275	0.6278	0.99889	no
Zt105379	chromosome_8:770327-772405	ipo323	myco56	OK	285.997	308.967	0.111453	0.159458	0.88715	0.99889	no
